action_type,event_type,loc_x,loc_y,minutes_remaining,period,player_name,position,height,shot_distance,shot_made_flag,points,shot_type,shot_zone_basic,shot_zone_range,team_name
Jump Shot,Made Shot,-41,274,8,4,Giannis Antetokounmpo,Power Forward,6.11,27,1,3,3PT Field Goal,Above the Break 3,24+ ft.,Milwaukee Bucks
Pullup Jump shot,Made Shot,14,188,8,1,Giannis Antetokounmpo,Power Forward,6.11,18,1,2,2PT Field Goal,Mid-Range,16-24 ft.,Milwaukee Bucks
Turnaround Jump Shot,Missed Shot,0,133,7,1,Giannis Antetokounmpo,Power Forward,6.11,13,0,0,2PT Field Goal,In The Paint (Non-RA),8-16 ft.,Milwaukee Bucks
Putback Dunk Shot,Made Shot,0,-6,3,1,Giannis Antetokounmpo,Power Forward,6.11,0,1,2,2PT Field Goal,Restricted Area,Less Than 8 ft.,Milwaukee Bucks
Driving Layup Shot,Missed Shot,-22,5,2,1,Giannis Antetokounmpo,Power Forward,6.11,2,0,0,2PT Field Goal,Restricted Area,Less Than 8 ft.,Milwaukee Bucks
Step Back Jump shot,Missed Shot,71,36,7,2,Giannis Antetokounmpo,Power Forward,6.11,7,0,0,2PT Field Goal,In The Paint (Non-RA),Less Than 8 ft.,Milwaukee Bucks
Alley Oop Dunk Shot,Made Shot,-6,2,6,2,Giannis Antetokounmpo,Power Forward,6.11,0,1,2,2PT Field Goal,Restricted Area,Less Than 8 ft.,Milwaukee Bucks
Driving Layup Shot,Made Shot,4,4,5,2,Giannis Antetokounmpo,Power Forward,6.11,0,1,2,2PT Field Goal,Restricted Area,Less Than 8 ft.,Milwaukee Bucks
Cutting Dunk Shot,Made Shot,-7,-4,4,2,Giannis Antetokounmpo,Power Forward,6.11,0,1,2,2PT Field Goal,Restricted Area,Less Than 8 ft.,Milwaukee Bucks
Reverse Dunk Shot,Made Shot,-6,8,3,2,Giannis Antetokounmpo,Power Forward,6.11,1,1,2,2PT Field Goal,Restricted Area,Less Than 8 ft.,Milwaukee Bucks
Pullup Jump shot,Missed Shot,-157,222,0,2,Giannis Antetokounmpo,Power Forward,6.11,27,0,0,3PT Field Goal,Above the Break 3,24+ ft.,Milwaukee Bucks
Dunk Shot,Made Shot,3,-5,10,3,Giannis Antetokounmpo,Power Forward,6.11,0,1,2,2PT Field Goal,Restricted Area,Less Than 8 ft.,Milwaukee Bucks
Cutting Dunk Shot,Made Shot,6,-12,8,3,Giannis Antetokounmpo,Power Forward,6.11,1,1,2,2PT Field Goal,Restricted Area,Less Than 8 ft.,Milwaukee Bucks
Driving Dunk Shot,Made Shot,3,4,4,3,Giannis Antetokounmpo,Power Forward,6.11,0,1,2,2PT Field Goal,Restricted Area,Less Than 8 ft.,Milwaukee Bucks
Jump Shot,Missed Shot,54,260,3,3,Giannis Antetokounmpo,Power Forward,6.11,26,0,0,3PT Field Goal,Above the Break 3,24+ ft.,Milwaukee Bucks
Driving Dunk Shot,Missed Shot,13,26,9,4,Giannis Antetokounmpo,Power Forward,6.11,2,0,0,2PT Field Goal,Restricted Area,Less Than 8 ft.,Milwaukee Bucks
Driving Dunk Shot,Made Shot,7,14,7,4,Giannis Antetokounmpo,Power Forward,6.11,1,1,2,2PT Field Goal,Restricted Area,Less Than 8 ft.,Milwaukee Bucks
Driving Dunk Shot,Made Shot,5,9,6,4,Giannis Antetokounmpo,Power Forward,6.11,1,1,2,2PT Field Goal,Restricted Area,Less Than 8 ft.,Milwaukee Bucks
Pullup Jump shot,Missed Shot,-8,194,5,4,Giannis Antetokounmpo,Power Forward,6.11,19,0,0,2PT Field Goal,Mid-Range,16-24 ft.,Milwaukee Bucks
Driving Finger Roll Layup Shot,Made Shot,16,22,6,1,Giannis Antetokounmpo,Power Forward,6.11,2,1,2,2PT Field Goal,Restricted Area,Less Than 8 ft.,Milwaukee Bucks
Fadeaway Jump Shot,Missed Shot,-6,105,5,1,Giannis Antetokounmpo,Power Forward,6.11,10,0,0,2PT Field Goal,In The Paint (Non-RA),8-16 ft.,Milwaukee Bucks
Step Back Jump shot,Missed Shot,-6,129,11,2,Giannis Antetokounmpo,Power Forward,6.11,12,0,0,2PT Field Goal,In The Paint (Non-RA),8-16 ft.,Milwaukee Bucks
Driving Dunk Shot,Made Shot,10,21,10,2,Giannis Antetokounmpo,Power Forward,6.11,2,1,2,2PT Field Goal,Restricted Area,Less Than 8 ft.,Milwaukee Bucks
Pullup Jump shot,Missed Shot,-185,189,9,2,Giannis Antetokounmpo,Power Forward,6.11,26,0,0,3PT Field Goal,Above the Break 3,24+ ft.,Milwaukee Bucks
Layup Shot,Missed Shot,-3,31,4,2,Giannis Antetokounmpo,Power Forward,6.11,3,0,0,2PT Field Goal,Restricted Area,Less Than 8 ft.,Milwaukee Bucks
Putback Dunk Shot,Made Shot,0,-6,4,2,Giannis Antetokounmpo,Power Forward,6.11,0,1,2,2PT Field Goal,Restricted Area,Less Than 8 ft.,Milwaukee Bucks
Driving Layup Shot,Made Shot,5,20,3,2,Giannis Antetokounmpo,Power Forward,6.11,2,1,2,2PT Field Goal,Restricted Area,Less Than 8 ft.,Milwaukee Bucks
Running Finger Roll Layup Shot,Made Shot,-5,47,2,2,Giannis Antetokounmpo,Power Forward,6.11,4,1,2,2PT Field Goal,In The Paint (Non-RA),Less Than 8 ft.,Milwaukee Bucks
Driving Layup Shot,Missed Shot,5,48,0,2,Giannis Antetokounmpo,Power Forward,6.11,4,0,0,2PT Field Goal,In The Paint (Non-RA),Less Than 8 ft.,Milwaukee Bucks
Pullup Jump shot,Missed Shot,-226,38,0,2,Giannis Antetokounmpo,Power Forward,6.11,22,0,0,3PT Field Goal,Left Corner 3,24+ ft.,Milwaukee Bucks
Dunk Shot,Made Shot,8,15,9,3,Giannis Antetokounmpo,Power Forward,6.11,1,1,2,2PT Field Goal,Restricted Area,Less Than 8 ft.,Milwaukee Bucks
Layup Shot,Missed Shot,-2,42,7,3,Giannis Antetokounmpo,Power Forward,6.11,4,0,0,2PT Field Goal,In The Paint (Non-RA),Less Than 8 ft.,Milwaukee Bucks
Step Back Jump shot,Missed Shot,-70,161,7,3,Giannis Antetokounmpo,Power Forward,6.11,17,0,0,2PT Field Goal,Mid-Range,16-24 ft.,Milwaukee Bucks
Driving Layup Shot,Made Shot,16,22,7,3,Giannis Antetokounmpo,Power Forward,6.11,2,1,2,2PT Field Goal,Restricted Area,Less Than 8 ft.,Milwaukee Bucks
Alley Oop Dunk Shot,Missed Shot,6,22,6,3,Giannis Antetokounmpo,Power Forward,6.11,2,0,0,2PT Field Goal,Restricted Area,Less Than 8 ft.,Milwaukee Bucks
Putback Dunk Shot,Missed Shot,0,-6,9,1,Giannis Antetokounmpo,Power Forward,6.11,0,0,0,2PT Field Goal,Restricted Area,Less Than 8 ft.,Milwaukee Bucks
Running Layup Shot,Made Shot,6,17,7,1,Giannis Antetokounmpo,Power Forward,6.11,1,1,2,2PT Field Goal,Restricted Area,Less Than 8 ft.,Milwaukee Bucks
Jump Shot,Missed Shot,-124,221,1,1,Giannis Antetokounmpo,Power Forward,6.11,25,0,0,3PT Field Goal,Above the Break 3,24+ ft.,Milwaukee Bucks
Jump Shot,Made Shot,8,53,10,2,Giannis Antetokounmpo,Power Forward,6.11,5,1,2,2PT Field Goal,In The Paint (Non-RA),Less Than 8 ft.,Milwaukee Bucks
Cutting Dunk Shot,Made Shot,2,31,9,2,Giannis Antetokounmpo,Power Forward,6.11,3,1,2,2PT Field Goal,Restricted Area,Less Than 8 ft.,Milwaukee Bucks
Dunk Shot,Made Shot,0,20,8,2,Giannis Antetokounmpo,Power Forward,6.11,2,1,2,2PT Field Goal,Restricted Area,Less Than 8 ft.,Milwaukee Bucks
Driving Dunk Shot,Made Shot,2,17,2,2,Giannis Antetokounmpo,Power Forward,6.11,1,1,2,2PT Field Goal,Restricted Area,Less Than 8 ft.,Milwaukee Bucks
Dunk Shot,Made Shot,3,9,0,2,Giannis Antetokounmpo,Power Forward,6.11,0,1,2,2PT Field Goal,Restricted Area,Less Than 8 ft.,Milwaukee Bucks
Turnaround Jump Shot,Missed Shot,-35,111,10,3,Giannis Antetokounmpo,Power Forward,6.11,11,0,0,2PT Field Goal,In The Paint (Non-RA),8-16 ft.,Milwaukee Bucks
Hook Shot,Missed Shot,-1,31,9,3,Giannis Antetokounmpo,Power Forward,6.11,3,0,0,2PT Field Goal,Restricted Area,Less Than 8 ft.,Milwaukee Bucks
Turnaround Fadeaway shot,Made Shot,31,126,8,3,Giannis Antetokounmpo,Power Forward,6.11,12,1,2,2PT Field Goal,In The Paint (Non-RA),8-16 ft.,Milwaukee Bucks
Jump Shot,Missed Shot,8,136,8,4,Giannis Antetokounmpo,Power Forward,6.11,13,0,0,2PT Field Goal,In The Paint (Non-RA),8-16 ft.,Milwaukee Bucks
Alley Oop Layup shot,Missed Shot,-19,22,6,4,Giannis Antetokounmpo,Power Forward,6.11,2,0,0,2PT Field Goal,Restricted Area,Less Than 8 ft.,Milwaukee Bucks
Dunk Shot,Made Shot,-11,12,3,4,Giannis Antetokounmpo,Power Forward,6.11,1,1,2,2PT Field Goal,Restricted Area,Less Than 8 ft.,Milwaukee Bucks
Alley Oop Dunk Shot,Made Shot,-1,8,0,4,Giannis Antetokounmpo,Power Forward,6.11,0,1,2,2PT Field Goal,Restricted Area,Less Than 8 ft.,Milwaukee Bucks
Alley Oop Dunk Shot,Made Shot,-11,8,4,5,Giannis Antetokounmpo,Power Forward,6.11,1,1,2,2PT Field Goal,Restricted Area,Less Than 8 ft.,Milwaukee Bucks
Jump Shot,Missed Shot,-111,239,2,5,Giannis Antetokounmpo,Power Forward,6.11,26,0,0,3PT Field Goal,Above the Break 3,24+ ft.,Milwaukee Bucks
Running Dunk Shot,Made Shot,-12,12,1,5,Giannis Antetokounmpo,Power Forward,6.11,1,1,2,2PT Field Goal,Restricted Area,Less Than 8 ft.,Milwaukee Bucks
Running Dunk Shot,Made Shot,-2,7,7,1,Giannis Antetokounmpo,Power Forward,6.11,0,1,2,2PT Field Goal,Restricted Area,Less Than 8 ft.,Milwaukee Bucks
Pullup Jump shot,Missed Shot,-143,205,7,1,Giannis Antetokounmpo,Power Forward,6.11,24,0,0,3PT Field Goal,Above the Break 3,24+ ft.,Milwaukee Bucks
Driving Finger Roll Layup Shot,Made Shot,-20,11,5,1,Giannis Antetokounmpo,Power Forward,6.11,2,1,2,2PT Field Goal,Restricted Area,Less Than 8 ft.,Milwaukee Bucks
Pullup Jump shot,Made Shot,18,202,11,2,Giannis Antetokounmpo,Power Forward,6.11,20,1,2,2PT Field Goal,Mid-Range,16-24 ft.,Milwaukee Bucks
Driving Dunk Shot,Made Shot,-5,11,8,2,Giannis Antetokounmpo,Power Forward,6.11,1,1,2,2PT Field Goal,Restricted Area,Less Than 8 ft.,Milwaukee Bucks
Turnaround Fadeaway shot,Made Shot,-46,106,7,2,Giannis Antetokounmpo,Power Forward,6.11,11,1,2,2PT Field Goal,In The Paint (Non-RA),8-16 ft.,Milwaukee Bucks
Pullup Jump shot,Missed Shot,105,181,7,2,Giannis Antetokounmpo,Power Forward,6.11,20,0,0,2PT Field Goal,Mid-Range,16-24 ft.,Milwaukee Bucks
Driving Dunk Shot,Made Shot,0,10,4,2,Giannis Antetokounmpo,Power Forward,6.11,1,1,2,2PT Field Goal,Restricted Area,Less Than 8 ft.,Milwaukee Bucks
Step Back Jump shot,Made Shot,-97,73,11,3,Giannis Antetokounmpo,Power Forward,6.11,12,1,2,2PT Field Goal,Mid-Range,8-16 ft.,Milwaukee Bucks
Step Back Jump shot,Missed Shot,-109,103,9,3,Giannis Antetokounmpo,Power Forward,6.11,14,0,0,2PT Field Goal,Mid-Range,8-16 ft.,Milwaukee Bucks
Layup Shot,Missed Shot,-36,19,7,3,Giannis Antetokounmpo,Power Forward,6.11,4,0,0,2PT Field Goal,In The Paint (Non-RA),Less Than 8 ft.,Milwaukee Bucks
Driving Layup Shot,Made Shot,-8,9,0,3,Giannis Antetokounmpo,Power Forward,6.11,1,1,2,2PT Field Goal,Restricted Area,Less Than 8 ft.,Milwaukee Bucks
Turnaround Fadeaway shot,Made Shot,22,106,0,3,Giannis Antetokounmpo,Power Forward,6.11,10,1,2,2PT Field Goal,In The Paint (Non-RA),8-16 ft.,Milwaukee Bucks
Step Back Jump shot,Missed Shot,9,57,9,4,Giannis Antetokounmpo,Power Forward,6.11,5,0,0,2PT Field Goal,In The Paint (Non-RA),Less Than 8 ft.,Milwaukee Bucks
Pullup Jump shot,Made Shot,-105,143,9,4,Giannis Antetokounmpo,Power Forward,6.11,17,1,2,2PT Field Goal,Mid-Range,16-24 ft.,Milwaukee Bucks
Reverse Layup Shot,Made Shot,9,4,2,4,Giannis Antetokounmpo,Power Forward,6.11,0,1,2,2PT Field Goal,Restricted Area,Less Than 8 ft.,Milwaukee Bucks
Jump Shot,Missed Shot,-101,236,9,1,Giannis Antetokounmpo,Power Forward,6.11,25,0,0,3PT Field Goal,Above the Break 3,24+ ft.,Milwaukee Bucks
Putback Layup Shot,Missed Shot,-18,-4,2,1,Giannis Antetokounmpo,Power Forward,6.11,1,0,0,2PT Field Goal,Restricted Area,Less Than 8 ft.,Milwaukee Bucks
Running Dunk Shot,Made Shot,-4,3,11,2,Giannis Antetokounmpo,Power Forward,6.11,0,1,2,2PT Field Goal,Restricted Area,Less Than 8 ft.,Milwaukee Bucks
Dunk Shot,Made Shot,-3,11,8,2,Giannis Antetokounmpo,Power Forward,6.11,1,1,2,2PT Field Goal,Restricted Area,Less Than 8 ft.,Milwaukee Bucks
Driving Layup Shot,Made Shot,5,10,4,2,Giannis Antetokounmpo,Power Forward,6.11,1,1,2,2PT Field Goal,Restricted Area,Less Than 8 ft.,Milwaukee Bucks
Reverse Layup Shot,Made Shot,-9,11,3,2,Giannis Antetokounmpo,Power Forward,6.11,1,1,2,2PT Field Goal,Restricted Area,Less Than 8 ft.,Milwaukee Bucks
Jump Shot,Missed Shot,-68,254,10,3,Giannis Antetokounmpo,Power Forward,6.11,26,0,0,3PT Field Goal,Above the Break 3,24+ ft.,Milwaukee Bucks
Dunk Shot,Made Shot,11,13,8,3,Giannis Antetokounmpo,Power Forward,6.11,1,1,2,2PT Field Goal,Restricted Area,Less Than 8 ft.,Milwaukee Bucks
Driving Dunk Shot,Made Shot,-3,13,5,3,Giannis Antetokounmpo,Power Forward,6.11,1,1,2,2PT Field Goal,Restricted Area,Less Than 8 ft.,Milwaukee Bucks
Finger Roll Layup Shot,Made Shot,20,16,0,3,Giannis Antetokounmpo,Power Forward,6.11,2,1,2,2PT Field Goal,Restricted Area,Less Than 8 ft.,Milwaukee Bucks
Driving Dunk Shot,Made Shot,-2,-1,9,4,Giannis Antetokounmpo,Power Forward,6.11,0,1,2,2PT Field Goal,Restricted Area,Less Than 8 ft.,Milwaukee Bucks
Jump Shot,Missed Shot,-85,21,7,4,Giannis Antetokounmpo,Power Forward,6.11,8,0,0,2PT Field Goal,Mid-Range,8-16 ft.,Milwaukee Bucks
Cutting Dunk Shot,Made Shot,21,20,1,4,Giannis Antetokounmpo,Power Forward,6.11,2,1,2,2PT Field Goal,Restricted Area,Less Than 8 ft.,Milwaukee Bucks
Driving Layup Shot,Made Shot,10,4,0,4,Giannis Antetokounmpo,Power Forward,6.11,1,1,2,2PT Field Goal,Restricted Area,Less Than 8 ft.,Milwaukee Bucks
Jump Shot,Made Shot,-106,265,11,1,Giannis Antetokounmpo,Power Forward,6.11,28,1,3,3PT Field Goal,Above the Break 3,24+ ft.,Milwaukee Bucks
Driving Layup Shot,Missed Shot,9,54,10,1,Giannis Antetokounmpo,Power Forward,6.11,5,0,0,2PT Field Goal,In The Paint (Non-RA),Less Than 8 ft.,Milwaukee Bucks
Putback Layup Shot,Made Shot,3,10,6,1,Giannis Antetokounmpo,Power Forward,6.11,1,1,2,2PT Field Goal,Restricted Area,Less Than 8 ft.,Milwaukee Bucks
Jump Shot,Missed Shot,-92,167,2,1,Giannis Antetokounmpo,Power Forward,6.11,19,0,0,2PT Field Goal,Mid-Range,16-24 ft.,Milwaukee Bucks
Driving Dunk Shot,Made Shot,4,13,1,1,Giannis Antetokounmpo,Power Forward,6.11,1,1,2,2PT Field Goal,Restricted Area,Less Than 8 ft.,Milwaukee Bucks
Driving Layup Shot,Made Shot,4,8,9,2,Giannis Antetokounmpo,Power Forward,6.11,0,1,2,2PT Field Goal,Restricted Area,Less Than 8 ft.,Milwaukee Bucks
Floating Jump shot,Made Shot,-50,43,7,2,Giannis Antetokounmpo,Power Forward,6.11,6,1,2,2PT Field Goal,In The Paint (Non-RA),Less Than 8 ft.,Milwaukee Bucks
Jump Shot,Missed Shot,76,262,7,2,Giannis Antetokounmpo,Power Forward,6.11,27,0,0,3PT Field Goal,Above the Break 3,24+ ft.,Milwaukee Bucks
Hook Shot,Missed Shot,-18,48,1,2,Giannis Antetokounmpo,Power Forward,6.11,5,0,0,2PT Field Goal,In The Paint (Non-RA),Less Than 8 ft.,Milwaukee Bucks
Driving Layup Shot,Missed Shot,7,13,11,3,Giannis Antetokounmpo,Power Forward,6.11,1,0,0,2PT Field Goal,Restricted Area,Less Than 8 ft.,Milwaukee Bucks
Jump Shot,Missed Shot,-85,252,10,3,Giannis Antetokounmpo,Power Forward,6.11,26,0,0,3PT Field Goal,Above the Break 3,24+ ft.,Milwaukee Bucks
Tip Dunk Shot,Made Shot,0,-6,3,3,Giannis Antetokounmpo,Power Forward,6.11,0,1,2,2PT Field Goal,Restricted Area,Less Than 8 ft.,Milwaukee Bucks
Layup Shot,Missed Shot,1,15,0,3,Giannis Antetokounmpo,Power Forward,6.11,1,0,0,2PT Field Goal,Restricted Area,Less Than 8 ft.,Milwaukee Bucks
Tip Layup Shot,Made Shot,0,-6,0,3,Giannis Antetokounmpo,Power Forward,6.11,0,1,2,2PT Field Goal,Restricted Area,Less Than 8 ft.,Milwaukee Bucks
Jump Shot,Made Shot,-124,221,10,4,Giannis Antetokounmpo,Power Forward,6.11,25,1,3,3PT Field Goal,Above the Break 3,24+ ft.,Milwaukee Bucks
Driving Layup Shot,Made Shot,-6,-5,10,1,Giannis Antetokounmpo,Power Forward,6.11,0,1,2,2PT Field Goal,Restricted Area,Less Than 8 ft.,Milwaukee Bucks
Driving Layup Shot,Missed Shot,5,17,8,1,Giannis Antetokounmpo,Power Forward,6.11,1,0,0,2PT Field Goal,Restricted Area,Less Than 8 ft.,Milwaukee Bucks
Driving Dunk Shot,Made Shot,-3,14,8,1,Giannis Antetokounmpo,Power Forward,6.11,1,1,2,2PT Field Goal,Restricted Area,Less Than 8 ft.,Milwaukee Bucks
Jump Shot,Missed Shot,13,269,7,1,Giannis Antetokounmpo,Power Forward,6.11,26,0,0,3PT Field Goal,Above the Break 3,24+ ft.,Milwaukee Bucks
Running Finger Roll Layup Shot,Made Shot,-10,6,6,1,Giannis Antetokounmpo,Power Forward,6.11,1,1,2,2PT Field Goal,Restricted Area,Less Than 8 ft.,Milwaukee Bucks
Hook Shot,Missed Shot,36,55,8,2,Giannis Antetokounmpo,Power Forward,6.11,6,0,0,2PT Field Goal,In The Paint (Non-RA),Less Than 8 ft.,Milwaukee Bucks
Cutting Dunk Shot,Made Shot,-6,10,7,2,Giannis Antetokounmpo,Power Forward,6.11,1,1,2,2PT Field Goal,Restricted Area,Less Than 8 ft.,Milwaukee Bucks
Jump Shot,Missed Shot,-236,90,1,2,Giannis Antetokounmpo,Power Forward,6.11,25,0,0,3PT Field Goal,Above the Break 3,24+ ft.,Milwaukee Bucks
Driving Dunk Shot,Made Shot,-9,0,0,2,Giannis Antetokounmpo,Power Forward,6.11,0,1,2,2PT Field Goal,Restricted Area,Less Than 8 ft.,Milwaukee Bucks
Turnaround Fadeaway shot,Missed Shot,-88,4,11,3,Giannis Antetokounmpo,Power Forward,6.11,8,0,0,2PT Field Goal,Mid-Range,8-16 ft.,Milwaukee Bucks
Layup Shot,Made Shot,30,17,9,3,Giannis Antetokounmpo,Power Forward,6.11,3,1,2,2PT Field Goal,Restricted Area,Less Than 8 ft.,Milwaukee Bucks
Jump Shot,Missed Shot,108,247,9,3,Giannis Antetokounmpo,Power Forward,6.11,26,0,0,3PT Field Goal,Above the Break 3,24+ ft.,Milwaukee Bucks
Layup Shot,Made Shot,15,11,7,3,Giannis Antetokounmpo,Power Forward,6.11,1,1,2,2PT Field Goal,Restricted Area,Less Than 8 ft.,Milwaukee Bucks
Layup Shot,Missed Shot,11,1,7,3,Giannis Antetokounmpo,Power Forward,6.11,1,0,0,2PT Field Goal,Restricted Area,Less Than 8 ft.,Milwaukee Bucks
Dunk Shot,Made Shot,0,5,6,3,Giannis Antetokounmpo,Power Forward,6.11,0,1,2,2PT Field Goal,Restricted Area,Less Than 8 ft.,Milwaukee Bucks
Layup Shot,Made Shot,5,6,5,3,Giannis Antetokounmpo,Power Forward,6.11,0,1,2,2PT Field Goal,Restricted Area,Less Than 8 ft.,Milwaukee Bucks
Jump Shot,Missed Shot,-134,235,4,3,Giannis Antetokounmpo,Power Forward,6.11,27,0,0,3PT Field Goal,Above the Break 3,24+ ft.,Milwaukee Bucks
Driving Finger Roll Layup Shot,Made Shot,26,31,2,3,Giannis Antetokounmpo,Power Forward,6.11,4,1,2,2PT Field Goal,In The Paint (Non-RA),Less Than 8 ft.,Milwaukee Bucks
Dunk Shot,Made Shot,-12,16,1,3,Giannis Antetokounmpo,Power Forward,6.11,2,1,2,2PT Field Goal,Restricted Area,Less Than 8 ft.,Milwaukee Bucks
Running Finger Roll Layup Shot,Made Shot,6,15,1,3,Giannis Antetokounmpo,Power Forward,6.11,1,1,2,2PT Field Goal,Restricted Area,Less Than 8 ft.,Milwaukee Bucks
Jump Shot,Missed Shot,-110,249,11,4,Giannis Antetokounmpo,Power Forward,6.11,27,0,0,3PT Field Goal,Above the Break 3,24+ ft.,Milwaukee Bucks
Dunk Shot,Missed Shot,10,21,10,4,Giannis Antetokounmpo,Power Forward,6.11,2,0,0,2PT Field Goal,Restricted Area,Less Than 8 ft.,Milwaukee Bucks
Jump Shot,Missed Shot,231,16,5,4,Giannis Antetokounmpo,Power Forward,6.11,23,0,0,3PT Field Goal,Right Corner 3,24+ ft.,Milwaukee Bucks
Turnaround Fadeaway shot,Missed Shot,-74,21,3,4,Giannis Antetokounmpo,Power Forward,6.11,7,0,0,2PT Field Goal,In The Paint (Non-RA),Less Than 8 ft.,Milwaukee Bucks
Alley Oop Dunk Shot,Made Shot,10,22,2,4,Giannis Antetokounmpo,Power Forward,6.11,2,1,2,2PT Field Goal,Restricted Area,Less Than 8 ft.,Milwaukee Bucks
Layup Shot,Missed Shot,8,12,11,1,Giannis Antetokounmpo,Power Forward,6.11,1,0,0,2PT Field Goal,Restricted Area,Less Than 8 ft.,Milwaukee Bucks
Putback Dunk Shot,Made Shot,-1,2,11,1,Giannis Antetokounmpo,Power Forward,6.11,0,1,2,2PT Field Goal,Restricted Area,Less Than 8 ft.,Milwaukee Bucks
Jump Shot,Made Shot,-73,176,9,1,Giannis Antetokounmpo,Power Forward,6.11,19,1,2,2PT Field Goal,Mid-Range,16-24 ft.,Milwaukee Bucks
Jump Shot,Missed Shot,73,262,7,1,Giannis Antetokounmpo,Power Forward,6.11,27,0,0,3PT Field Goal,Above the Break 3,24+ ft.,Milwaukee Bucks
Dunk Shot,Made Shot,4,8,7,1,Giannis Antetokounmpo,Power Forward,6.11,0,1,2,2PT Field Goal,Restricted Area,Less Than 8 ft.,Milwaukee Bucks
Layup Shot,Made Shot,3,1,6,1,Giannis Antetokounmpo,Power Forward,6.11,0,1,2,2PT Field Goal,Restricted Area,Less Than 8 ft.,Milwaukee Bucks
Putback Dunk Shot,Made Shot,0,-6,5,1,Giannis Antetokounmpo,Power Forward,6.11,0,1,2,2PT Field Goal,Restricted Area,Less Than 8 ft.,Milwaukee Bucks
Running Dunk Shot,Made Shot,4,8,5,1,Giannis Antetokounmpo,Power Forward,6.11,0,1,2,2PT Field Goal,Restricted Area,Less Than 8 ft.,Milwaukee Bucks
Layup Shot,Made Shot,6,8,4,2,Giannis Antetokounmpo,Power Forward,6.11,1,1,2,2PT Field Goal,Restricted Area,Less Than 8 ft.,Milwaukee Bucks
Jump Shot,Made Shot,-30,270,2,2,Giannis Antetokounmpo,Power Forward,6.11,27,1,3,3PT Field Goal,Above the Break 3,24+ ft.,Milwaukee Bucks
Step Back Jump shot,Missed Shot,-1,169,1,2,Giannis Antetokounmpo,Power Forward,6.11,16,0,0,2PT Field Goal,Mid-Range,16-24 ft.,Milwaukee Bucks
Reverse Layup Shot,Made Shot,13,21,0,2,Giannis Antetokounmpo,Power Forward,6.11,2,1,2,2PT Field Goal,Restricted Area,Less Than 8 ft.,Milwaukee Bucks
Running Dunk Shot,Made Shot,9,5,0,2,Giannis Antetokounmpo,Power Forward,6.11,1,1,2,2PT Field Goal,Restricted Area,Less Than 8 ft.,Milwaukee Bucks
Turnaround Fadeaway shot,Made Shot,118,-3,0,2,Giannis Antetokounmpo,Power Forward,6.11,11,1,2,2PT Field Goal,Mid-Range,8-16 ft.,Milwaukee Bucks
Turnaround Fadeaway shot,Missed Shot,-95,24,9,3,Giannis Antetokounmpo,Power Forward,6.11,9,0,0,2PT Field Goal,Mid-Range,8-16 ft.,Milwaukee Bucks
Putback Dunk Shot,Made Shot,1,0,8,3,Giannis Antetokounmpo,Power Forward,6.11,0,1,2,2PT Field Goal,Restricted Area,Less Than 8 ft.,Milwaukee Bucks
Driving Layup Shot,Missed Shot,18,14,7,3,Giannis Antetokounmpo,Power Forward,6.11,2,0,0,2PT Field Goal,Restricted Area,Less Than 8 ft.,Milwaukee Bucks
Pullup Jump shot,Made Shot,-4,193,4,3,Giannis Antetokounmpo,Power Forward,6.11,19,1,2,2PT Field Goal,Mid-Range,16-24 ft.,Milwaukee Bucks
Jump Shot,Missed Shot,-75,137,3,3,Giannis Antetokounmpo,Power Forward,6.11,15,0,0,2PT Field Goal,In The Paint (Non-RA),8-16 ft.,Milwaukee Bucks
Jump Shot,Missed Shot,-162,208,2,3,Giannis Antetokounmpo,Power Forward,6.11,26,0,0,3PT Field Goal,Above the Break 3,24+ ft.,Milwaukee Bucks
Driving Dunk Shot,Made Shot,8,1,8,1,Giannis Antetokounmpo,Power Forward,6.11,0,1,2,2PT Field Goal,Restricted Area,Less Than 8 ft.,Milwaukee Bucks
Jump Shot,Missed Shot,-40,261,6,1,Giannis Antetokounmpo,Power Forward,6.11,26,0,0,3PT Field Goal,Above the Break 3,24+ ft.,Milwaukee Bucks
Dunk Shot,Made Shot,-3,6,5,1,Giannis Antetokounmpo,Power Forward,6.11,0,1,2,2PT Field Goal,Restricted Area,Less Than 8 ft.,Milwaukee Bucks
Cutting Dunk Shot,Made Shot,-2,13,5,1,Giannis Antetokounmpo,Power Forward,6.11,1,1,2,2PT Field Goal,Restricted Area,Less Than 8 ft.,Milwaukee Bucks
Driving Dunk Shot,Made Shot,-8,3,4,1,Giannis Antetokounmpo,Power Forward,6.11,0,1,2,2PT Field Goal,Restricted Area,Less Than 8 ft.,Milwaukee Bucks
Dunk Shot,Made Shot,-9,0,3,2,Giannis Antetokounmpo,Power Forward,6.11,0,1,2,2PT Field Goal,Restricted Area,Less Than 8 ft.,Milwaukee Bucks
Driving Dunk Shot,Made Shot,-6,3,2,2,Giannis Antetokounmpo,Power Forward,6.11,0,1,2,2PT Field Goal,Restricted Area,Less Than 8 ft.,Milwaukee Bucks
Layup Shot,Missed Shot,-5,9,1,2,Giannis Antetokounmpo,Power Forward,6.11,1,0,0,2PT Field Goal,Restricted Area,Less Than 8 ft.,Milwaukee Bucks
