action_type,event_type,loc_x,loc_y,minutes_remaining,period,player_name,position,height,shot_distance,shot_made_flag,points,shot_type,shot_zone_basic,shot_zone_range,team_name
Alley Oop Layup shot,Missed Shot,-9,23,10,1,Alex Len,Power Forward,7.1,2,0,0,2PT Field Goal,Restricted Area,Less Than 8 ft.,Atlanta Hawks
Tip Layup Shot,Missed Shot,0,-6,10,1,Alex Len,Power Forward,7.1,0,0,0,2PT Field Goal,Restricted Area,Less Than 8 ft.,Atlanta Hawks
Putback Layup Shot,Missed Shot,22,22,10,1,Alex Len,Power Forward,7.1,3,0,0,2PT Field Goal,Restricted Area,Less Than 8 ft.,Atlanta Hawks
Alley Oop Dunk Shot,Made Shot,2,16,9,1,Alex Len,Power Forward,7.1,1,1,2,2PT Field Goal,Restricted Area,Less Than 8 ft.,Atlanta Hawks
Jump Shot,Made Shot,-234,4,3,1,Alex Len,Power Forward,7.1,23,1,3,3PT Field Goal,Left Corner 3,24+ ft.,Atlanta Hawks
Jump Shot,Missed Shot,230,71,1,1,Alex Len,Power Forward,7.1,24,0,0,3PT Field Goal,Right Corner 3,24+ ft.,Atlanta Hawks
Tip Layup Shot,Made Shot,0,-6,2,2,Alex Len,Power Forward,7.1,0,1,2,2PT Field Goal,Restricted Area,Less Than 8 ft.,Atlanta Hawks
Jump Shot,Missed Shot,14,96,6,3,Alex Len,Power Forward,7.1,9,0,0,2PT Field Goal,In The Paint (Non-RA),8-16 ft.,Atlanta Hawks
Jump Shot,Missed Shot,236,27,5,3,Alex Len,Power Forward,7.1,23,0,0,3PT Field Goal,Right Corner 3,24+ ft.,Atlanta Hawks
Reverse Layup Shot,Missed Shot,5,8,1,4,Alex Len,Power Forward,7.1,0,0,0,2PT Field Goal,Restricted Area,Less Than 8 ft.,Atlanta Hawks
Layup Shot,Missed Shot,2,4,9,2,Alex Len,Power Forward,7.1,0,0,0,2PT Field Goal,Restricted Area,Less Than 8 ft.,Atlanta Hawks
Hook Shot,Missed Shot,3,38,7,2,Alex Len,Power Forward,7.1,3,0,0,2PT Field Goal,Restricted Area,Less Than 8 ft.,Atlanta Hawks
Step Back Jump shot,Missed Shot,220,107,11,3,Alex Len,Power Forward,7.1,24,0,0,3PT Field Goal,Above the Break 3,24+ ft.,Atlanta Hawks
Layup Shot,Missed Shot,-7,11,10,3,Alex Len,Power Forward,7.1,1,0,0,2PT Field Goal,Restricted Area,Less Than 8 ft.,Atlanta Hawks
Layup Shot,Made Shot,-8,25,10,3,Alex Len,Power Forward,7.1,2,1,2,2PT Field Goal,Restricted Area,Less Than 8 ft.,Atlanta Hawks
Alley Oop Dunk Shot,Made Shot,-12,16,5,4,Alex Len,Power Forward,7.1,2,1,2,2PT Field Goal,Restricted Area,Less Than 8 ft.,Atlanta Hawks
Jump Shot,Made Shot,228,67,10,1,Alex Len,Power Forward,7.1,23,1,3,3PT Field Goal,Right Corner 3,24+ ft.,Atlanta Hawks
Tip Dunk Shot,Made Shot,0,-6,8,2,Alex Len,Power Forward,7.1,0,1,2,2PT Field Goal,Restricted Area,Less Than 8 ft.,Atlanta Hawks
Jump Shot,Missed Shot,-234,-3,7,2,Alex Len,Power Forward,7.1,23,0,0,3PT Field Goal,Left Corner 3,24+ ft.,Atlanta Hawks
Jump Shot,Missed Shot,236,36,11,3,Alex Len,Power Forward,7.1,23,0,0,3PT Field Goal,Right Corner 3,24+ ft.,Atlanta Hawks
Cutting Dunk Shot,Made Shot,0,6,9,3,Alex Len,Power Forward,7.1,0,1,2,2PT Field Goal,Restricted Area,Less Than 8 ft.,Atlanta Hawks
Alley Oop Dunk Shot,Made Shot,1,11,6,1,Alex Len,Power Forward,7.1,1,1,2,2PT Field Goal,Restricted Area,Less Than 8 ft.,Atlanta Hawks
Jump Shot,Made Shot,236,13,6,1,Alex Len,Power Forward,7.1,23,1,3,3PT Field Goal,Right Corner 3,24+ ft.,Atlanta Hawks
Cutting Dunk Shot,Made Shot,13,13,11,2,Alex Len,Power Forward,7.1,1,1,2,2PT Field Goal,Restricted Area,Less Than 8 ft.,Atlanta Hawks
Putback Dunk Shot,Made Shot,-4,9,1,2,Alex Len,Power Forward,7.1,0,1,2,2PT Field Goal,Restricted Area,Less Than 8 ft.,Atlanta Hawks
Layup Shot,Made Shot,-11,-1,11,3,Alex Len,Power Forward,7.1,1,1,2,2PT Field Goal,Restricted Area,Less Than 8 ft.,Atlanta Hawks
Dunk Shot,Made Shot,-1,10,3,3,Alex Len,Power Forward,7.1,1,1,2,2PT Field Goal,Restricted Area,Less Than 8 ft.,Atlanta Hawks
Cutting Dunk Shot,Made Shot,0,0,2,3,Alex Len,Power Forward,7.1,0,1,2,2PT Field Goal,Restricted Area,Less Than 8 ft.,Atlanta Hawks
Alley Oop Dunk Shot,Made Shot,-2,7,11,4,Alex Len,Power Forward,7.1,0,1,2,2PT Field Goal,Restricted Area,Less Than 8 ft.,Atlanta Hawks
Cutting Dunk Shot,Made Shot,-5,13,10,4,Alex Len,Power Forward,7.1,1,1,2,2PT Field Goal,Restricted Area,Less Than 8 ft.,Atlanta Hawks
Jump Shot,Made Shot,165,29,9,1,Alex Len,Power Forward,7.1,16,1,2,2PT Field Goal,Mid-Range,16-24 ft.,Atlanta Hawks
Jump Shot,Missed Shot,-131,-6,6,1,Alex Len,Power Forward,7.1,13,0,0,2PT Field Goal,Mid-Range,8-16 ft.,Atlanta Hawks
Tip Dunk Shot,Missed Shot,0,-6,11,3,Alex Len,Power Forward,7.1,0,0,0,2PT Field Goal,Restricted Area,Less Than 8 ft.,Atlanta Hawks
Dunk Shot,Made Shot,7,11,9,3,Alex Len,Power Forward,7.1,1,1,2,2PT Field Goal,Restricted Area,Less Than 8 ft.,Atlanta Hawks
Jump Shot,Missed Shot,225,82,5,4,Alex Len,Power Forward,7.1,23,0,0,3PT Field Goal,Right Corner 3,24+ ft.,Atlanta Hawks
Jump Shot,Made Shot,-231,11,11,1,Alex Len,Power Forward,7.1,23,1,3,3PT Field Goal,Left Corner 3,24+ ft.,Atlanta Hawks
Jump Shot,Made Shot,228,73,8,1,Alex Len,Power Forward,7.1,23,1,3,3PT Field Goal,Right Corner 3,24+ ft.,Atlanta Hawks
Alley Oop Dunk Shot,Made Shot,0,8,7,3,Alex Len,Power Forward,7.1,0,1,2,2PT Field Goal,Restricted Area,Less Than 8 ft.,Atlanta Hawks
Jump Shot,Missed Shot,-225,0,7,4,Alex Len,Power Forward,7.1,22,0,0,3PT Field Goal,Left Corner 3,24+ ft.,Atlanta Hawks
Hook Shot,Missed Shot,25,75,5,4,Alex Len,Power Forward,7.1,7,0,0,2PT Field Goal,In The Paint (Non-RA),Less Than 8 ft.,Atlanta Hawks
Layup Shot,Made Shot,-2,22,11,1,Alex Len,Power Forward,7.1,2,1,2,2PT Field Goal,Restricted Area,Less Than 8 ft.,Atlanta Hawks
Cutting Dunk Shot,Made Shot,6,6,10,1,Alex Len,Power Forward,7.1,0,1,2,2PT Field Goal,Restricted Area,Less Than 8 ft.,Atlanta Hawks
Dunk Shot,Made Shot,-6,8,9,1,Alex Len,Power Forward,7.1,1,1,2,2PT Field Goal,Restricted Area,Less Than 8 ft.,Atlanta Hawks
Jump Shot,Made Shot,-112,77,9,1,Alex Len,Power Forward,7.1,13,1,2,2PT Field Goal,Mid-Range,8-16 ft.,Atlanta Hawks
Reverse Layup Shot,Missed Shot,8,11,5,1,Alex Len,Power Forward,7.1,1,0,0,2PT Field Goal,Restricted Area,Less Than 8 ft.,Atlanta Hawks
Layup Shot,Made Shot,1,20,11,2,Alex Len,Power Forward,7.1,2,1,2,2PT Field Goal,Restricted Area,Less Than 8 ft.,Atlanta Hawks
Layup Shot,Missed Shot,-11,13,10,2,Alex Len,Power Forward,7.1,1,0,0,2PT Field Goal,Restricted Area,Less Than 8 ft.,Atlanta Hawks
Jump Shot,Missed Shot,-226,21,0,2,Alex Len,Power Forward,7.1,22,0,0,3PT Field Goal,Left Corner 3,24+ ft.,Atlanta Hawks
Jump Shot,Missed Shot,228,31,10,3,Alex Len,Power Forward,7.1,23,0,0,3PT Field Goal,Right Corner 3,24+ ft.,Atlanta Hawks
Turnaround Hook Shot,Made Shot,-6,47,7,3,Alex Len,Power Forward,7.1,4,1,2,2PT Field Goal,In The Paint (Non-RA),Less Than 8 ft.,Atlanta Hawks
Jump Shot,Missed Shot,-234,70,11,4,Alex Len,Power Forward,7.1,24,0,0,3PT Field Goal,Left Corner 3,24+ ft.,Atlanta Hawks
Jump Shot,Missed Shot,223,62,9,1,Alex Len,Power Forward,7.1,23,0,0,3PT Field Goal,Right Corner 3,24+ ft.,Atlanta Hawks
Alley Oop Layup shot,Missed Shot,-32,55,8,1,Alex Len,Power Forward,7.1,6,0,0,2PT Field Goal,In The Paint (Non-RA),Less Than 8 ft.,Atlanta Hawks
Putback Layup Shot,Made Shot,-3,13,8,1,Alex Len,Power Forward,7.1,1,1,2,2PT Field Goal,Restricted Area,Less Than 8 ft.,Atlanta Hawks
Cutting Dunk Shot,Made Shot,-5,21,7,1,Alex Len,Power Forward,7.1,2,1,2,2PT Field Goal,Restricted Area,Less Than 8 ft.,Atlanta Hawks
Jump Shot,Made Shot,-159,191,11,2,Alex Len,Power Forward,7.1,24,1,3,3PT Field Goal,Above the Break 3,24+ ft.,Atlanta Hawks
Driving Layup Shot,Missed Shot,-3,70,10,2,Alex Len,Power Forward,7.1,7,0,0,2PT Field Goal,In The Paint (Non-RA),Less Than 8 ft.,Atlanta Hawks
Cutting Layup Shot,Missed Shot,-1,86,9,2,Alex Len,Power Forward,7.1,8,0,0,2PT Field Goal,In The Paint (Non-RA),8-16 ft.,Atlanta Hawks
Putback Dunk Shot,Missed Shot,-6,17,9,2,Alex Len,Power Forward,7.1,1,0,0,2PT Field Goal,Restricted Area,Less Than 8 ft.,Atlanta Hawks
Jump Shot,Missed Shot,231,48,11,1,Alex Len,Power Forward,7.1,23,0,0,3PT Field Goal,Right Corner 3,24+ ft.,Atlanta Hawks
Jump Shot,Missed Shot,226,17,10,1,Alex Len,Power Forward,7.1,22,0,0,3PT Field Goal,Right Corner 3,24+ ft.,Atlanta Hawks
Putback Dunk Shot,Made Shot,0,-6,11,3,Alex Len,Power Forward,7.1,0,1,2,2PT Field Goal,Restricted Area,Less Than 8 ft.,Atlanta Hawks
Dunk Shot,Missed Shot,-3,25,11,3,Alex Len,Power Forward,7.1,2,0,0,2PT Field Goal,Restricted Area,Less Than 8 ft.,Atlanta Hawks
Tip Layup Shot,Missed Shot,7,42,9,3,Alex Len,Power Forward,7.1,4,0,0,2PT Field Goal,In The Paint (Non-RA),Less Than 8 ft.,Atlanta Hawks
Reverse Layup Shot,Missed Shot,-7,25,9,1,Alex Len,Power Forward,7.1,2,0,0,2PT Field Goal,Restricted Area,Less Than 8 ft.,Atlanta Hawks
Running Layup Shot,Missed Shot,-13,22,9,1,Alex Len,Power Forward,7.1,2,0,0,2PT Field Goal,Restricted Area,Less Than 8 ft.,Atlanta Hawks
Dunk Shot,Made Shot,-5,17,8,1,Alex Len,Power Forward,7.1,1,1,2,2PT Field Goal,Restricted Area,Less Than 8 ft.,Atlanta Hawks
Cutting Dunk Shot,Missed Shot,5,-6,7,1,Alex Len,Power Forward,7.1,0,0,0,2PT Field Goal,Restricted Area,Less Than 8 ft.,Atlanta Hawks
Jump Shot,Made Shot,-158,216,10,2,Alex Len,Power Forward,7.1,26,1,3,3PT Field Goal,Above the Break 3,24+ ft.,Atlanta Hawks
Jump Shot,Made Shot,-203,79,9,2,Alex Len,Power Forward,7.1,21,1,2,2PT Field Goal,Mid-Range,16-24 ft.,Atlanta Hawks
Jump Shot,Missed Shot,-231,46,9,2,Alex Len,Power Forward,7.1,23,0,0,3PT Field Goal,Left Corner 3,24+ ft.,Atlanta Hawks
Tip Layup Shot,Made Shot,0,-6,6,2,Alex Len,Power Forward,7.1,0,1,2,2PT Field Goal,Restricted Area,Less Than 8 ft.,Atlanta Hawks
Layup Shot,Made Shot,-3,22,6,2,Alex Len,Power Forward,7.1,2,1,2,2PT Field Goal,Restricted Area,Less Than 8 ft.,Atlanta Hawks
Jump Shot,Missed Shot,35,278,5,2,Alex Len,Power Forward,7.1,28,0,0,3PT Field Goal,Above the Break 3,24+ ft.,Atlanta Hawks
Jump Shot,Missed Shot,241,74,11,3,Alex Len,Power Forward,7.1,25,0,0,3PT Field Goal,Right Corner 3,24+ ft.,Atlanta Hawks
Dunk Shot,Missed Shot,-3,38,0,3,Alex Len,Power Forward,7.1,3,0,0,2PT Field Goal,Restricted Area,Less Than 8 ft.,Atlanta Hawks
Jump Shot,Missed Shot,197,-10,9,4,Alex Len,Power Forward,7.1,19,0,0,2PT Field Goal,Mid-Range,16-24 ft.,Atlanta Hawks
Tip Layup Shot,Made Shot,0,-6,8,4,Alex Len,Power Forward,7.1,0,1,2,2PT Field Goal,Restricted Area,Less Than 8 ft.,Atlanta Hawks
Dunk Shot,Made Shot,23,6,6,4,Alex Len,Power Forward,7.1,2,1,2,2PT Field Goal,Restricted Area,Less Than 8 ft.,Atlanta Hawks
Dunk Shot,Made Shot,12,11,5,4,Alex Len,Power Forward,7.1,1,1,2,2PT Field Goal,Restricted Area,Less Than 8 ft.,Atlanta Hawks
Dunk Shot,Made Shot,6,6,7,1,Alex Len,Power Forward,7.1,0,1,2,2PT Field Goal,Restricted Area,Less Than 8 ft.,Atlanta Hawks
Floating Jump shot,Missed Shot,13,105,8,2,Alex Len,Power Forward,7.1,10,0,0,2PT Field Goal,In The Paint (Non-RA),8-16 ft.,Atlanta Hawks
Layup Shot,Made Shot,-24,15,3,2,Alex Len,Power Forward,7.1,2,1,2,2PT Field Goal,Restricted Area,Less Than 8 ft.,Atlanta Hawks
Cutting Layup Shot,Made Shot,9,26,3,2,Alex Len,Power Forward,7.1,2,1,2,2PT Field Goal,Restricted Area,Less Than 8 ft.,Atlanta Hawks
Layup Shot,Made Shot,4,26,11,3,Alex Len,Power Forward,7.1,2,1,2,2PT Field Goal,Restricted Area,Less Than 8 ft.,Atlanta Hawks
Alley Oop Dunk Shot,Made Shot,6,17,9,3,Alex Len,Power Forward,7.1,1,1,2,2PT Field Goal,Restricted Area,Less Than 8 ft.,Atlanta Hawks
Turnaround Hook Shot,Made Shot,-8,78,3,4,Alex Len,Power Forward,7.1,7,1,2,2PT Field Goal,In The Paint (Non-RA),Less Than 8 ft.,Atlanta Hawks
Jump Shot,Missed Shot,21,50,2,4,Alex Len,Power Forward,7.1,5,0,0,2PT Field Goal,In The Paint (Non-RA),Less Than 8 ft.,Atlanta Hawks
Jump Shot,Missed Shot,-190,167,10,1,Alex Len,Power Forward,7.1,25,0,0,3PT Field Goal,Above the Break 3,24+ ft.,Atlanta Hawks
Layup Shot,Missed Shot,68,21,8,1,Alex Len,Power Forward,7.1,7,0,0,2PT Field Goal,In The Paint (Non-RA),Less Than 8 ft.,Atlanta Hawks
Alley Oop Dunk Shot,Made Shot,-4,4,11,2,Alex Len,Power Forward,7.1,0,1,2,2PT Field Goal,Restricted Area,Less Than 8 ft.,Atlanta Hawks
Turnaround Hook Shot,Missed Shot,-4,29,10,2,Alex Len,Power Forward,7.1,2,0,0,2PT Field Goal,Restricted Area,Less Than 8 ft.,Atlanta Hawks
Layup Shot,Missed Shot,-11,6,9,2,Alex Len,Power Forward,7.1,1,0,0,2PT Field Goal,Restricted Area,Less Than 8 ft.,Atlanta Hawks
Tip Layup Shot,Made Shot,0,-6,9,2,Alex Len,Power Forward,7.1,0,1,2,2PT Field Goal,Restricted Area,Less Than 8 ft.,Atlanta Hawks
Tip Layup Shot,Missed Shot,0,-6,11,1,Alex Len,Power Forward,7.1,0,0,0,2PT Field Goal,Restricted Area,Less Than 8 ft.,Atlanta Hawks
Jump Shot,Missed Shot,-154,105,10,1,Alex Len,Power Forward,7.1,18,0,0,2PT Field Goal,Mid-Range,16-24 ft.,Atlanta Hawks
Turnaround Jump Shot,Missed Shot,11,41,9,1,Alex Len,Power Forward,7.1,4,0,0,2PT Field Goal,In The Paint (Non-RA),Less Than 8 ft.,Atlanta Hawks
Jump Shot,Missed Shot,234,20,7,1,Alex Len,Power Forward,7.1,23,0,0,3PT Field Goal,Right Corner 3,24+ ft.,Atlanta Hawks
Finger Roll Layup Shot,Made Shot,5,15,1,2,Alex Len,Power Forward,7.1,1,1,2,2PT Field Goal,Restricted Area,Less Than 8 ft.,Atlanta Hawks
Layup Shot,Missed Shot,8,-8,10,3,Alex Len,Power Forward,7.1,1,0,0,2PT Field Goal,Restricted Area,Less Than 8 ft.,Atlanta Hawks
Jump Shot,Missed Shot,149,0,2,3,Alex Len,Power Forward,7.1,14,0,0,2PT Field Goal,Mid-Range,8-16 ft.,Atlanta Hawks
Cutting Layup Shot,Made Shot,-8,21,10,1,Alex Len,Power Forward,7.1,2,1,2,2PT Field Goal,Restricted Area,Less Than 8 ft.,Atlanta Hawks
Jump Shot,Missed Shot,113,194,9,1,Alex Len,Power Forward,7.1,22,0,0,2PT Field Goal,Mid-Range,16-24 ft.,Atlanta Hawks
Layup Shot,Made Shot,-14,26,9,2,Alex Len,Power Forward,7.1,2,1,2,2PT Field Goal,Restricted Area,Less Than 8 ft.,Atlanta Hawks
Putback Dunk Shot,Made Shot,0,-6,10,3,Alex Len,Power Forward,7.1,0,1,2,2PT Field Goal,Restricted Area,Less Than 8 ft.,Atlanta Hawks
Jump Shot,Missed Shot,-92,14,8,3,Alex Len,Power Forward,7.1,9,0,0,2PT Field Goal,Mid-Range,8-16 ft.,Atlanta Hawks
Jump Shot,Made Shot,230,20,7,4,Alex Len,Power Forward,7.1,23,1,3,3PT Field Goal,Right Corner 3,24+ ft.,Atlanta Hawks
Driving Layup Shot,Missed Shot,9,24,6,4,Alex Len,Power Forward,7.1,2,0,0,2PT Field Goal,Restricted Area,Less Than 8 ft.,Atlanta Hawks
Cutting Dunk Shot,Made Shot,-6,15,4,4,Alex Len,Power Forward,7.1,1,1,2,2PT Field Goal,Restricted Area,Less Than 8 ft.,Atlanta Hawks
Tip Dunk Shot,Missed Shot,0,-6,3,4,Alex Len,Power Forward,7.1,0,0,0,2PT Field Goal,Restricted Area,Less Than 8 ft.,Atlanta Hawks
Jump Shot,Missed Shot,23,256,4,1,Alex Len,Power Forward,7.1,25,0,0,3PT Field Goal,Above the Break 3,24+ ft.,Atlanta Hawks
Layup Shot,Made Shot,-5,14,5,2,Alex Len,Power Forward,7.1,1,1,2,2PT Field Goal,Restricted Area,Less Than 8 ft.,Atlanta Hawks
Floating Jump shot,Missed Shot,7,61,5,2,Alex Len,Power Forward,7.1,6,0,0,2PT Field Goal,In The Paint (Non-RA),Less Than 8 ft.,Atlanta Hawks
Hook Shot,Made Shot,-2,38,3,2,Alex Len,Power Forward,7.1,3,1,2,2PT Field Goal,Restricted Area,Less Than 8 ft.,Atlanta Hawks
Jump Shot,Made Shot,228,16,2,2,Alex Len,Power Forward,7.1,22,1,3,3PT Field Goal,Right Corner 3,24+ ft.,Atlanta Hawks
Dunk Shot,Made Shot,-1,11,5,3,Alex Len,Power Forward,7.1,1,1,2,2PT Field Goal,Restricted Area,Less Than 8 ft.,Atlanta Hawks
Jump Shot,Made Shot,228,10,5,4,Alex Len,Power Forward,7.1,22,1,3,3PT Field Goal,Right Corner 3,24+ ft.,Atlanta Hawks
Jump Shot,Missed Shot,-226,43,5,1,Alex Len,Power Forward,7.1,23,0,0,3PT Field Goal,Left Corner 3,24+ ft.,Atlanta Hawks
Jump Shot,Made Shot,-229,-5,8,2,Alex Len,Power Forward,7.1,22,1,3,3PT Field Goal,Left Corner 3,24+ ft.,Atlanta Hawks
Floating Jump shot,Missed Shot,-18,169,7,2,Alex Len,Power Forward,7.1,16,0,0,2PT Field Goal,Mid-Range,16-24 ft.,Atlanta Hawks
Jump Shot,Missed Shot,226,76,5,2,Alex Len,Power Forward,7.1,23,0,0,3PT Field Goal,Right Corner 3,24+ ft.,Atlanta Hawks
Jump Shot,Made Shot,162,23,2,2,Alex Len,Power Forward,7.1,16,1,2,2PT Field Goal,Mid-Range,16-24 ft.,Atlanta Hawks
Jump Shot,Missed Shot,226,32,3,3,Alex Len,Power Forward,7.1,22,0,0,3PT Field Goal,Right Corner 3,24+ ft.,Atlanta Hawks
Hook Shot,Made Shot,12,85,2,3,Alex Len,Power Forward,7.1,8,1,2,2PT Field Goal,In The Paint (Non-RA),8-16 ft.,Atlanta Hawks
Layup Shot,Made Shot,4,2,6,1,Alex Len,Power Forward,7.1,0,1,2,2PT Field Goal,Restricted Area,Less Than 8 ft.,Atlanta Hawks
Jump Shot,Missed Shot,226,11,5,1,Alex Len,Power Forward,7.1,22,0,0,3PT Field Goal,Right Corner 3,24+ ft.,Atlanta Hawks
Cutting Dunk Shot,Made Shot,-7,5,10,2,Alex Len,Power Forward,7.1,0,1,2,2PT Field Goal,Restricted Area,Less Than 8 ft.,Atlanta Hawks
Turnaround Hook Shot,Made Shot,-13,68,4,2,Alex Len,Power Forward,7.1,6,1,2,2PT Field Goal,In The Paint (Non-RA),Less Than 8 ft.,Atlanta Hawks
Driving Layup Shot,Missed Shot,13,3,3,3,Alex Len,Power Forward,7.1,1,0,0,2PT Field Goal,Restricted Area,Less Than 8 ft.,Atlanta Hawks
Jump Shot,Missed Shot,231,-10,5,1,Alex Len,Power Forward,7.1,23,0,0,3PT Field Goal,Right Corner 3,24+ ft.,Atlanta Hawks
Putback Layup Shot,Made Shot,-5,-11,2,1,Alex Len,Power Forward,7.1,1,1,2,2PT Field Goal,Restricted Area,Less Than 8 ft.,Atlanta Hawks
Cutting Layup Shot,Missed Shot,9,6,1,1,Alex Len,Power Forward,7.1,1,0,0,2PT Field Goal,Restricted Area,Less Than 8 ft.,Atlanta Hawks
Tip Layup Shot,Made Shot,0,-6,1,1,Alex Len,Power Forward,7.1,0,1,2,2PT Field Goal,Restricted Area,Less Than 8 ft.,Atlanta Hawks
Jump Shot,Made Shot,168,189,5,2,Alex Len,Power Forward,7.1,25,1,3,3PT Field Goal,Above the Break 3,24+ ft.,Atlanta Hawks
Jump Shot,Made Shot,228,6,3,2,Alex Len,Power Forward,7.1,22,1,3,3PT Field Goal,Right Corner 3,24+ ft.,Atlanta Hawks
Cutting Dunk Shot,Made Shot,8,5,2,2,Alex Len,Power Forward,7.1,0,1,2,2PT Field Goal,Restricted Area,Less Than 8 ft.,Atlanta Hawks
Cutting Dunk Shot,Missed Shot,15,11,1,2,Alex Len,Power Forward,7.1,1,0,0,2PT Field Goal,Restricted Area,Less Than 8 ft.,Atlanta Hawks
Jump Shot,Missed Shot,-7,256,0,2,Alex Len,Power Forward,7.1,25,0,0,3PT Field Goal,Above the Break 3,24+ ft.,Atlanta Hawks
Jump Shot,Made Shot,231,6,5,3,Alex Len,Power Forward,7.1,23,1,3,3PT Field Goal,Right Corner 3,24+ ft.,Atlanta Hawks
Turnaround Hook Shot,Missed Shot,-20,34,4,3,Alex Len,Power Forward,7.1,3,0,0,2PT Field Goal,Restricted Area,Less Than 8 ft.,Atlanta Hawks
Tip Layup Shot,Missed Shot,0,-6,2,3,Alex Len,Power Forward,7.1,0,0,0,2PT Field Goal,Restricted Area,Less Than 8 ft.,Atlanta Hawks
Jump Shot,Missed Shot,8,248,3,4,Alex Len,Power Forward,7.1,24,0,0,3PT Field Goal,Above the Break 3,24+ ft.,Atlanta Hawks
Cutting Layup Shot,Made Shot,1,-1,3,4,Alex Len,Power Forward,7.1,0,1,2,2PT Field Goal,Restricted Area,Less Than 8 ft.,Atlanta Hawks
Layup Shot,Missed Shot,-12,70,5,1,Alex Len,Power Forward,7.1,7,0,0,2PT Field Goal,In The Paint (Non-RA),Less Than 8 ft.,Atlanta Hawks
Layup Shot,Missed Shot,-9,33,4,1,Alex Len,Power Forward,7.1,3,0,0,2PT Field Goal,Restricted Area,Less Than 8 ft.,Atlanta Hawks
Driving Reverse Layup Shot,Missed Shot,1,13,4,3,Alex Len,Power Forward,7.1,1,0,0,2PT Field Goal,Restricted Area,Less Than 8 ft.,Atlanta Hawks
Hook Shot,Missed Shot,-7,52,6,1,Alex Len,Power Forward,7.1,5,0,0,2PT Field Goal,In The Paint (Non-RA),Less Than 8 ft.,Atlanta Hawks
Jump Shot,Missed Shot,-128,215,5,1,Alex Len,Power Forward,7.1,25,0,0,3PT Field Goal,Above the Break 3,24+ ft.,Atlanta Hawks
Dunk Shot,Made Shot,0,12,5,1,Alex Len,Power Forward,7.1,1,1,2,2PT Field Goal,Restricted Area,Less Than 8 ft.,Atlanta Hawks
Jump Shot,Missed Shot,222,49,4,1,Alex Len,Power Forward,7.1,22,0,0,3PT Field Goal,Right Corner 3,24+ ft.,Atlanta Hawks
Jump Shot,Missed Shot,231,10,6,2,Alex Len,Power Forward,7.1,23,0,0,3PT Field Goal,Right Corner 3,24+ ft.,Atlanta Hawks
Hook Shot,Missed Shot,-55,47,4,2,Alex Len,Power Forward,7.1,7,0,0,2PT Field Goal,In The Paint (Non-RA),Less Than 8 ft.,Atlanta Hawks
Reverse Layup Shot,Made Shot,-2,14,3,3,Alex Len,Power Forward,7.1,1,1,2,2PT Field Goal,Restricted Area,Less Than 8 ft.,Atlanta Hawks
Tip Layup Shot,Missed Shot,0,-6,7,4,Alex Len,Power Forward,7.1,0,0,0,2PT Field Goal,Restricted Area,Less Than 8 ft.,Atlanta Hawks
Layup Shot,Made Shot,-9,4,5,4,Alex Len,Power Forward,7.1,0,1,2,2PT Field Goal,Restricted Area,Less Than 8 ft.,Atlanta Hawks
Jump Shot,Missed Shot,183,166,5,1,Alex Len,Power Forward,7.1,24,0,0,3PT Field Goal,Above the Break 3,24+ ft.,Atlanta Hawks
Cutting Layup Shot,Made Shot,0,-1,3,1,Alex Len,Power Forward,7.1,0,1,2,2PT Field Goal,Restricted Area,Less Than 8 ft.,Atlanta Hawks
Turnaround Hook Shot,Made Shot,4,90,4,3,Alex Len,Power Forward,7.1,9,1,2,2PT Field Goal,In The Paint (Non-RA),8-16 ft.,Atlanta Hawks
Alley Oop Dunk Shot,Missed Shot,-27,13,0,1,Alex Len,Power Forward,7.1,2,0,0,2PT Field Goal,Restricted Area,Less Than 8 ft.,Atlanta Hawks
Jump Shot,Missed Shot,229,52,0,1,Alex Len,Power Forward,7.1,23,0,0,3PT Field Goal,Right Corner 3,24+ ft.,Atlanta Hawks
Running Layup Shot,Missed Shot,33,16,9,4,Alex Len,Power Forward,7.1,3,0,0,2PT Field Goal,Restricted Area,Less Than 8 ft.,Atlanta Hawks
Cutting Layup Shot,Made Shot,4,32,7,4,Alex Len,Power Forward,7.1,3,1,2,2PT Field Goal,Restricted Area,Less Than 8 ft.,Atlanta Hawks
Dunk Shot,Made Shot,-8,18,6,4,Alex Len,Power Forward,7.1,1,1,2,2PT Field Goal,Restricted Area,Less Than 8 ft.,Atlanta Hawks
Cutting Dunk Shot,Made Shot,-6,22,3,4,Alex Len,Power Forward,7.1,2,1,2,2PT Field Goal,Restricted Area,Less Than 8 ft.,Atlanta Hawks
Jump Shot,Made Shot,-235,17,0,4,Alex Len,Power Forward,7.1,23,1,3,3PT Field Goal,Left Corner 3,24+ ft.,Atlanta Hawks
Turnaround Fadeaway shot,Missed Shot,-81,4,1,1,Alex Len,Power Forward,7.1,8,0,0,2PT Field Goal,Mid-Range,8-16 ft.,Atlanta Hawks
Cutting Dunk Shot,Made Shot,-2,13,1,4,Alex Len,Power Forward,7.1,1,1,2,2PT Field Goal,Restricted Area,Less Than 8 ft.,Atlanta Hawks
Dunk Shot,Made Shot,-3,13,2,2,Alex Len,Power Forward,7.1,1,1,2,2PT Field Goal,Restricted Area,Less Than 8 ft.,Atlanta Hawks
